omp_customer_organization_id,omp_order_date,omp_order_total_base
M030-MORGO,4/4/2023 0:00,13011.6
P013-PENSA,4/4/2023 0:00,1891.6
P013-PENSA,4/4/2023 0:00,50
S046-SPOC,4/4/2023 0:00,398.25
C006-C&DTE,4/5/2023 0:00,3287.15
C006-C&DTE,4/5/2023 0:00,2035.15
C006-C&DTE,4/5/2023 0:00,1004.85
C006-C&DTE,4/5/2023 0:00,2551.65
L005-LBGSY,4/5/2023 0:00,765
M030-MORGO,4/5/2023 0:00,381
M030-MORGO,4/5/2023 0:00,382.5
M030-MORGO,4/5/2023 0:00,4708.2
M030-MORGO,4/5/2023 0:00,4527
M030-MORGO,4/5/2023 0:00,835.5
M030-MORGO,4/5/2023 0:00,802.5
M030-MORGO,4/5/2023 0:00,1164
M030-MORGO,4/5/2023 0:00,2158.5
M030-MORGO,4/5/2023 0:00,471
M030-MORGO,4/5/2023 0:00,403.5
M030-MORGO,4/5/2023 0:00,340.5
M030-MORGO,4/5/2023 0:00,564
M030-MORGO,4/5/2023 0:00,1596
M030-MORGO,4/5/2023 0:00,1227
M030-MORGO,4/5/2023 0:00,1623
M030-MORGO,4/5/2023 0:00,2566.2
M030-MORGO,4/5/2023 0:00,2856
M030-MORGO,4/5/2023 0:00,3147
M030-MORGO,4/5/2023 0:00,217.5
M030-MORGO,4/5/2023 0:00,2337
M030-MORGO,4/5/2023 0:00,4794
M030-MORGO,4/5/2023 0:00,1476
M030-MORGO,4/5/2023 0:00,1428
M030-MORGO,4/5/2023 0:00,370.5
M030-MORGO,4/5/2023 0:00,306
M030-MORGO,4/5/2023 0:00,31133.2
M030-MORGO,4/5/2023 0:00,462
M030-MORGO,4/5/2023 0:00,1118.4
M030-MORGO,4/5/2023 0:00,238.5
M030-MORGO,4/5/2023 0:00,325.5
M030-MORGO,4/5/2023 0:00,1753.5
M030-MORGO,4/5/2023 0:00,1284
S046-SPOC,4/5/2023 0:00,12070.95
A045-AFS,4/6/2023 0:00,7745
A045-AFS,4/6/2023 0:00,9178
A045-AFS,4/6/2023 0:00,8970.03
F015-FORDM,4/6/2023 0:00,3800
M026-MIURA,4/6/2023 0:00,9039.75
Y001-YOKOG,4/6/2023 0:00,0
F022-F&D,4/10/2023 0:00,40
F022-F&D,4/10/2023 0:00,2076.4
F022-F&D,4/10/2023 0:00,439.3
F022-F&D,4/10/2023 0:00,243.12
F022-F&D,4/10/2023 0:00,8305.6
H026-HUSSM,4/10/2023 0:00,3447.4
K007-KENWO,4/10/2023 0:00,44813.1
M030-MORGO,4/10/2023 0:00,1344.8
M030-MORGO,4/10/2023 0:00,2349
M030-MORGO,4/10/2023 0:00,2598.4
M030-MORGO,4/10/2023 0:00,2406
M030-MORGO,4/10/2023 0:00,1766.8
M030-MORGO,4/10/2023 0:00,14553
M030-MORGO,4/10/2023 0:00,2336.4
M030-MORGO,4/10/2023 0:00,1397.1
S002-SREIL,4/10/2023 0:00,5008
S002-SREIL,4/10/2023 0:00,1285.8
S002-SREIL,4/10/2023 0:00,291.72
S038-STLKI,4/10/2023 0:00,11412.41
S038-STLKI,4/10/2023 0:00,515
S038-STLKI,4/10/2023 0:00,1362.5
S046-SPOC,4/10/2023 0:00,0
U013-ULTIM,4/10/2023 0:00,1500
B002-BSAMA,4/11/2023 0:00,6033.9
C006-C&DTE,4/11/2023 0:00,2320.4
C006-C&DTE,4/11/2023 0:00,266
C006-C&DTE,4/11/2023 0:00,1016.8
E023-ECI,4/11/2023 0:00,2138.4
F022-F&D,4/11/2023 0:00,4152.8
H026-HUSSM,4/11/2023 0:00,6743.6
K005-KGMFG,4/11/2023 0:00,87.09
K007-KENWO,4/11/2023 0:00,21062
K007-KENWO,4/11/2023 0:00,1267
M030-MORGO,4/11/2023 0:00,355.6
M030-MORGO,4/11/2023 0:00,1086.4
M030-MORGO,4/11/2023 0:00,749
M030-MORGO,4/11/2023 0:00,779.8
M030-MORGO,4/11/2023 0:00,1227
M030-MORGO,4/11/2023 0:00,2937.2
M030-MORGO,4/11/2023 0:00,564
M030-MORGO,4/11/2023 0:00,370.5
M030-MORGO,4/11/2023 0:00,340.5
M030-MORGO,4/11/2023 0:00,1476
M030-MORGO,4/11/2023 0:00,2337
M030-MORGO,4/11/2023 0:00,382.5
M030-MORGO,4/11/2023 0:00,1332.8
M030-MORGO,4/11/2023 0:00,1284
M030-MORGO,4/11/2023 0:00,222.6
M030-MORGO,4/11/2023 0:00,1489.6
M030-MORGO,4/11/2023 0:00,357
M030-MORGO,4/11/2023 0:00,345.8
M030-MORGO,4/11/2023 0:00,1198.4
M030-MORGO,4/11/2023 0:00,403.5
M030-MORGO,4/11/2023 0:00,2014.6
M030-MORGO,4/11/2023 0:00,1514.8
M030-MORGO,4/11/2023 0:00,431.2
M030-MORGO,4/11/2023 0:00,471
M030-MORGO,4/11/2023 0:00,1596
M030-MORGO,4/11/2023 0:00,325.5
M030-MORGO,4/11/2023 0:00,526.4
M030-MORGO,4/11/2023 0:00,2158.5
M030-MORGO,4/11/2023 0:00,217.5
M030-MORGO,4/11/2023 0:00,1164
M030-MORGO,4/11/2023 0:00,376.6
M030-MORGO,4/11/2023 0:00,317.8
M030-MORGO,4/11/2023 0:00,1145.2
M030-MORGO,4/11/2023 0:00,2181.2
M030-MORGO,4/11/2023 0:00,1428
M030-MORGO,4/11/2023 0:00,3147
M030-MORGO,4/11/2023 0:00,802.5
M030-MORGO,4/11/2023 0:00,2684.64
M030-MORGO,4/11/2023 0:00,306
M030-MORGO,4/11/2023 0:00,1753.5
M030-MORGO,4/11/2023 0:00,381
M030-MORGO,4/11/2023 0:00,2566.2
M030-MORGO,4/11/2023 0:00,203
M030-MORGO,4/11/2023 0:00,462
M030-MORGO,4/11/2023 0:00,2856
M030-MORGO,4/11/2023 0:00,285.6
M030-MORGO,4/11/2023 0:00,303.8
M030-MORGO,4/11/2023 0:00,1377.6
M030-MORGO,4/11/2023 0:00,474.32
M030-MORGO,4/11/2023 0:00,1623
M030-MORGO,4/11/2023 0:00,835.5
M030-MORGO,4/11/2023 0:00,1636.6
M030-MORGO,4/11/2023 0:00,238.5
M030-MORGO,4/11/2023 0:00,439.6
M044-MCFAB,4/11/2023 0:00,0
F022-F&D,4/12/2023 0:00,2121.1
F022-F&D,4/12/2023 0:00,113.7
L005-LBGSY,4/12/2023 0:00,1467.76
M030-MORGO,4/12/2023 0:00,3335.6
M030-MORGO,4/12/2023 0:00,21964.8
M030-MORGO,4/12/2023 0:00,2277
M030-MORGO,4/12/2023 0:00,5593
M030-MORGO,4/12/2023 0:00,578
S025-SAKAI,4/12/2023 0:00,64.16
S046-SPOC,4/12/2023 0:00,2510
S046-SPOC,4/12/2023 0:00,538.6
S046-SPOC,4/12/2023 0:00,1332.4
S046-SPOC,4/12/2023 0:00,4692
S046-SPOC,4/12/2023 0:00,7220
S046-SPOC,4/12/2023 0:00,275
S046-SPOC,4/12/2023 0:00,1080
S046-SPOC,4/12/2023 0:00,540
S046-SPOC,4/12/2023 0:00,1682
S046-SPOC,4/12/2023 0:00,1685.75
S046-SPOC,4/12/2023 0:00,1264.4
S046-SPOC,4/12/2023 0:00,723
S046-SPOC,4/12/2023 0:00,2005.08
S046-SPOC,4/12/2023 0:00,2497
S046-SPOC,4/12/2023 0:00,837.6
S046-SPOC,4/12/2023 0:00,3610
S046-SPOC,4/12/2023 0:00,404
S046-SPOC,4/12/2023 0:00,1099.2
S046-SPOC,4/12/2023 0:00,374
C057-CAGES,4/13/2023 0:00,0
F022-F&D,4/13/2023 0:00,25090.4
F023-FIVES,4/13/2023 0:00,1228.56
K007-KENWO,4/13/2023 0:00,9976
M026-MIURA,4/13/2023 0:00,620.7
M026-MIURA,4/13/2023 0:00,1064.6
M026-MIURA,4/13/2023 0:00,519.52
M026-MIURA,4/13/2023 0:00,1006.72
M026-MIURA,4/13/2023 0:00,221.6
M026-MIURA,4/13/2023 0:00,461.76
M026-MIURA,4/13/2023 0:00,1020.6
M026-MIURA,4/13/2023 0:00,2103.6
M029-MHF,4/13/2023 0:00,1626.24
M030-MORGO,4/13/2023 0:00,7132
M030-MORGO,4/13/2023 0:00,6782
M030-MORGO,4/13/2023 0:00,2566.2
M030-MORGO,4/13/2023 0:00,4092.2
N016-NANOL,4/13/2023 0:00,9133.5
S038-STLKI,4/13/2023 0:00,9548.12
S038-STLKI,4/13/2023 0:00,3416
S039-SMI,4/13/2023 0:00,25819.5
S046-SPOC,4/13/2023 0:00,1178.5
T042-TRIAN,4/13/2023 0:00,0
D011-DAIKI,4/14/2023 0:00,5726
F022-F&D,4/14/2023 0:00,750
F022-F&D,4/14/2023 0:00,49.4
S002-SREIL,4/14/2023 0:00,8874.66
S002-SREIL,4/14/2023 0:00,2801.9
S002-SREIL,4/14/2023 0:00,2193.48
S002-SREIL,4/14/2023 0:00,3231.6
S002-SREIL,4/14/2023 0:00,3875.05
F022-F&D,4/17/2023 0:00,375
F022-F&D,4/17/2023 0:00,2076.4
M030-MORGO,4/17/2023 0:00,1601.6
M030-MORGO,4/17/2023 0:00,19260
M030-MORGO,4/17/2023 0:00,1631
S002-SREIL,4/17/2023 0:00,1811.4
S002-SREIL,4/17/2023 0:00,820.98
S002-SREIL,4/17/2023 0:00,447.93
S002-SREIL,4/17/2023 0:00,1712.2
F022-F&D,4/18/2023 0:00,113.7
F022-F&D,4/18/2023 0:00,2076.4
F022-F&D,4/18/2023 0:00,263.58
H031-HYPER,4/18/2023 0:00,9377
K007-KENWO,4/18/2023 0:00,571.25
S046-SPOC,4/18/2023 0:00,96.5
S046-SPOC,4/18/2023 0:00,339
C006-C&DTE,4/19/2023 0:00,1309.2
F022-F&D,4/19/2023 0:00,2515.7
H026-HUSSM,4/19/2023 0:00,17048
K007-KENWO,4/19/2023 0:00,19929
S046-SPOC,4/19/2023 0:00,113
A045-AFS,4/20/2023 0:00,200
K016-KELVI,4/20/2023 0:00,3204.78
M030-MORGO,4/20/2023 0:00,2856
N016-NANOL,4/20/2023 0:00,2002.79
S025-SAKAI,4/20/2023 0:00,468.6
S025-SAKAI,4/20/2023 0:00,15332.92
S038-STLKI,4/20/2023 0:00,13293.56
S038-STLKI,4/20/2023 0:00,2147.2
S039-SMI,4/20/2023 0:00,3444.84
S046-SPOC,4/20/2023 0:00,532.35
S046-SPOC,4/20/2023 0:00,107.58
S046-SPOC,4/20/2023 0:00,1334.72
S046-SPOC,4/20/2023 0:00,430
V004-VIBRO,4/20/2023 0:00,2280
C006-C&DTE,4/21/2023 0:00,2230.55
M030-MORGO,4/21/2023 0:00,370.5
M030-MORGO,4/21/2023 0:00,340.5
M030-MORGO,4/21/2023 0:00,1253.88
M030-MORGO,4/21/2023 0:00,3147
M030-MORGO,4/21/2023 0:00,1596
M030-MORGO,4/21/2023 0:00,3756
M030-MORGO,4/21/2023 0:00,382.5
M030-MORGO,4/21/2023 0:00,4651.5
M030-MORGO,4/21/2023 0:00,20544
M030-MORGO,4/21/2023 0:00,2337
M030-MORGO,4/21/2023 0:00,217.5
M030-MORGO,4/21/2023 0:00,381
M030-MORGO,4/21/2023 0:00,3532.5
M030-MORGO,4/21/2023 0:00,32473
M030-MORGO,4/21/2023 0:00,1315
M030-MORGO,4/21/2023 0:00,462
M030-MORGO,4/21/2023 0:00,2856
M030-MORGO,4/21/2023 0:00,802.5
M030-MORGO,4/21/2023 0:00,4527
M030-MORGO,4/21/2023 0:00,238.5
M030-MORGO,4/21/2023 0:00,1476
M030-MORGO,4/21/2023 0:00,1168.8
M030-MORGO,4/21/2023 0:00,403.5
M030-MORGO,4/21/2023 0:00,623.28
M030-MORGO,4/21/2023 0:00,1623
M030-MORGO,4/21/2023 0:00,1428
M030-MORGO,4/21/2023 0:00,564
M030-MORGO,4/21/2023 0:00,3738.5
M030-MORGO,4/21/2023 0:00,1753.5
M030-MORGO,4/21/2023 0:00,720
M030-MORGO,4/21/2023 0:00,732
M030-MORGO,4/21/2023 0:00,1284
M030-MORGO,4/21/2023 0:00,835.5
M030-MORGO,4/21/2023 0:00,2566.2
M030-MORGO,4/21/2023 0:00,325.5
M030-MORGO,4/21/2023 0:00,1164
M030-MORGO,4/21/2023 0:00,471
M030-MORGO,4/21/2023 0:00,2158.5
M030-MORGO,4/21/2023 0:00,1929.33
M030-MORGO,4/21/2023 0:00,1227
M030-MORGO,4/21/2023 0:00,1573.2
M030-MORGO,4/21/2023 0:00,306
M030-MORGO,4/21/2023 0:00,4238.4
M030-MORGO,4/21/2023 0:00,798
S046-SPOC,4/21/2023 0:00,1062
S046-SPOC,4/21/2023 0:00,562.8
S046-SPOC,4/21/2023 0:00,3753
S046-SPOC,4/21/2023 0:00,0
S046-SPOC,4/21/2023 0:00,281.4
S046-SPOC,4/21/2023 0:00,752.4
S046-SPOC,4/21/2023 0:00,1215.06
S046-SPOC,4/21/2023 0:00,1274.4
S046-SPOC,4/21/2023 0:00,595.5
S046-SPOC,4/21/2023 0:00,1166
F022-F&D,4/24/2023 0:00,2076.4
F022-F&D,4/25/2023 0:00,1079.7
F023-FIVES,4/25/2023 0:00,0
H026-HUSSM,4/25/2023 0:00,11093.6
H030-HARCO,4/25/2023 0:00,107.76
M026-MIURA,4/25/2023 0:00,162.45
M030-MORGO,4/25/2023 0:00,7017
M030-MORGO,4/25/2023 0:00,8697
M030-MORGO,4/25/2023 0:00,3877
M030-MORGO,4/25/2023 0:00,19845.6
M030-MORGO,4/25/2023 0:00,15568
S039-SMI,4/25/2023 0:00,950
S046-SPOC,4/25/2023 0:00,419.2
S046-SPOC,4/25/2023 0:00,731.68
S046-SPOC,4/25/2023 0:00,442.4
S046-SPOC,4/25/2023 0:00,1699.5
S046-SPOC,4/25/2023 0:00,1853
S046-SPOC,4/25/2023 0:00,4774
A045-AFS,4/26/2023 0:00,2616
C006-C&DTE,4/26/2023 0:00,272.75
C006-C&DTE,4/26/2023 0:00,1446.6
C006-C&DTE,4/26/2023 0:00,394.8
K007-KENWO,4/26/2023 0:00,0
M030-MORGO,4/26/2023 0:00,9414
M030-MORGO,4/26/2023 0:00,2810.99
M030-MORGO,4/26/2023 0:00,20544
M030-MORGO,4/26/2023 0:00,380.88
S046-SPOC,4/26/2023 0:00,2440
S046-SPOC,4/26/2023 0:00,982
S046-SPOC,4/26/2023 0:00,3660
S046-SPOC,4/26/2023 0:00,768.6
S046-SPOC,4/26/2023 0:00,1220
S046-SPOC,4/26/2023 0:00,764.4
A045-AFS,4/27/2023 0:00,7161
C026-CRDM,4/27/2023 0:00,1514
K016-KELVI,4/27/2023 0:00,500
M030-MORGO,4/27/2023 0:00,974.67
M030-MORGO,4/27/2023 0:00,798
M030-MORGO,4/27/2023 0:00,1123.5
M030-MORGO,4/27/2023 0:00,1253.88
M030-MORGO,4/27/2023 0:00,720
M030-MORGO,4/27/2023 0:00,1654.34
M030-MORGO,4/27/2023 0:00,1068
N012-NICHF,4/27/2023 0:00,579.86
N012-NICHF,4/27/2023 0:00,1301.52
S038-STLKI,4/27/2023 0:00,210.5
A045-AFS,4/28/2023 0:00,45262
F022-F&D,4/28/2023 0:00,218.6
F022-F&D,4/28/2023 0:00,119.8
F022-F&D,4/28/2023 0:00,599.5
F022-F&D,4/28/2023 0:00,1038.2
S002-SREIL,4/28/2023 0:00,219.97
F022-F&D,5/1/2023 0:00,41690.9
H026-HUSSM,5/1/2023 0:00,9146.6
K007-KENWO,5/1/2023 0:00,4260.27
L005-LBGSY,5/1/2023 0:00,722.4
M026-MIURA,5/1/2023 0:00,1212.4
M026-MIURA,5/1/2023 0:00,350.5
M026-MIURA,5/1/2023 0:00,1080.25
M026-MIURA,5/1/2023 0:00,265.1
M026-MIURA,5/1/2023 0:00,168.8
M026-MIURA,5/1/2023 0:00,745.8
M030-MORGO,5/1/2023 0:00,24469.5
S002-SREIL,5/1/2023 0:00,1266.6
S038-STLKI,5/1/2023 0:00,201.6
S038-STLKI,5/1/2023 0:00,3987.5
S046-SPOC,5/1/2023 0:00,1411.8
S046-SPOC,5/1/2023 0:00,628.2
S046-SPOC,5/1/2023 0:00,1827.64
S046-SPOC,5/1/2023 0:00,1086
W007-WAHSE,5/1/2023 0:00,4696
C006-C&DTE,5/2/2023 0:00,1312.5
C006-C&DTE,5/2/2023 0:00,813.4
F022-F&D,5/2/2023 0:00,136.44
F022-F&D,5/2/2023 0:00,2622.03
F022-F&D,5/2/2023 0:00,9055.6
H026-HUSSM,5/2/2023 0:00,9836.5
K007-KENWO,5/2/2023 0:00,114.14
N020-NEXT,5/2/2023 0:00,1213
N020-NEXT,5/2/2023 0:00,1750.5
P013-PENSA,5/2/2023 0:00,44918.4
S038-STLKI,5/2/2023 0:00,1728.5
S039-SMI,5/2/2023 0:00,2308.6
S039-SMI,5/2/2023 0:00,4617.2
S039-SMI,5/2/2023 0:00,2863.98
A012-ALADD,5/3/2023 0:00,3201
B025-BANKP,5/3/2023 0:00,8117.5
C006-C&DTE,5/3/2023 0:00,305
C006-C&DTE,5/3/2023 0:00,224.15
C006-C&DTE,5/3/2023 0:00,3557.3
C006-C&DTE,5/3/2023 0:00,1701.55
C006-C&DTE,5/3/2023 0:00,969
C057-CAGES,5/3/2023 0:00,43051.84
F022-F&D,5/3/2023 0:00,439.3
H031-HYPER,5/3/2023 0:00,555.8
H031-HYPER,5/3/2023 0:00,3505
M026-MIURA,5/3/2023 0:00,6026.5
M026-MIURA,5/3/2023 0:00,419.8
M026-MIURA,5/3/2023 0:00,1421.85
M026-MIURA,5/3/2023 0:00,1004.4
M026-MIURA,5/3/2023 0:00,1715.12
M026-MIURA,5/3/2023 0:00,201.4
M026-MIURA,5/3/2023 0:00,7576.2
M026-MIURA,5/3/2023 0:00,609
M026-MIURA,5/3/2023 0:00,10102.2
M026-MIURA,5/3/2023 0:00,2524.2
M030-MORGO,5/3/2023 0:00,3147
S028-SAWTR,5/3/2023 0:00,8550.5
S046-SPOC,5/3/2023 0:00,215.25
S046-SPOC,5/3/2023 0:00,2801
S046-SPOC,5/3/2023 0:00,202
S046-SPOC,5/3/2023 0:00,1969
S046-SPOC,5/3/2023 0:00,7002.5
S046-SPOC,5/3/2023 0:00,4201.5
S046-SPOC,5/3/2023 0:00,4990.5
S046-SPOC,5/3/2023 0:00,2593.6
S046-SPOC,5/3/2023 0:00,0
S046-SPOC,5/3/2023 0:00,1818
S046-SPOC,5/3/2023 0:00,6243.9
U013-ULTIM,5/3/2023 0:00,23842
F022-F&D,5/4/2023 0:00,218.6
F022-F&D,5/4/2023 0:00,750
M030-MORGO,5/4/2023 0:00,6204
M030-MORGO,5/4/2023 0:00,564
M030-MORGO,5/4/2023 0:00,1284
M030-MORGO,5/4/2023 0:00,644.4
M030-MORGO,5/4/2023 0:00,1596
M030-MORGO,5/4/2023 0:00,1227
M030-MORGO,5/4/2023 0:00,3147
M030-MORGO,5/4/2023 0:00,403.5
M030-MORGO,5/4/2023 0:00,9414
M030-MORGO,5/4/2023 0:00,462
M030-MORGO,5/4/2023 0:00,306
M030-MORGO,5/4/2023 0:00,835.5
M030-MORGO,5/4/2023 0:00,370.5
M030-MORGO,5/4/2023 0:00,1253.88
M030-MORGO,5/4/2023 0:00,1476
M030-MORGO,5/4/2023 0:00,217.5
M030-MORGO,5/4/2023 0:00,1428
M030-MORGO,5/4/2023 0:00,720
M030-MORGO,5/4/2023 0:00,2856
M030-MORGO,5/4/2023 0:00,2337
M030-MORGO,5/4/2023 0:00,2566.2
M030-MORGO,5/4/2023 0:00,381
M030-MORGO,5/4/2023 0:00,238.5
M030-MORGO,5/4/2023 0:00,1623
A045-AFS,5/5/2023 0:00,1259
C006-C&DTE,5/5/2023 0:00,701.6
C006-C&DTE,5/5/2023 0:00,760.2
F022-F&D,5/5/2023 0:00,16317.7
F022-F&D,5/5/2023 0:00,45329.4
L005-LBGSY,5/5/2023 0:00,1055.6
M030-MORGO,5/5/2023 0:00,1753.5
M030-MORGO,5/5/2023 0:00,1551
M030-MORGO,5/5/2023 0:00,1227
M030-MORGO,5/5/2023 0:00,1476
M030-MORGO,5/5/2023 0:00,370.5
M030-MORGO,5/5/2023 0:00,835.5
M030-MORGO,5/5/2023 0:00,564
M030-MORGO,5/5/2023 0:00,1428
M030-MORGO,5/5/2023 0:00,2158.5
M030-MORGO,5/5/2023 0:00,1623
M030-MORGO,5/5/2023 0:00,802.5
M030-MORGO,5/5/2023 0:00,382.5
M030-MORGO,5/5/2023 0:00,217.5
M030-MORGO,5/5/2023 0:00,1284
M030-MORGO,5/5/2023 0:00,1596
M030-MORGO,5/5/2023 0:00,974.67
M030-MORGO,5/5/2023 0:00,462
M030-MORGO,5/5/2023 0:00,3756
M030-MORGO,5/5/2023 0:00,1253.88
M030-MORGO,5/5/2023 0:00,831.6
M030-MORGO,5/5/2023 0:00,238.5
M030-MORGO,5/5/2023 0:00,2337
M030-MORGO,5/5/2023 0:00,1164
M030-MORGO,5/5/2023 0:00,8724
M030-MORGO,5/5/2023 0:00,720
M030-MORGO,5/5/2023 0:00,471
M030-MORGO,5/5/2023 0:00,325.5
M030-MORGO,5/5/2023 0:00,19779.14
M030-MORGO,5/5/2023 0:00,963
M030-MORGO,5/5/2023 0:00,19908.4
M030-MORGO,5/5/2023 0:00,2520
M030-MORGO,5/5/2023 0:00,403.5
M030-MORGO,5/5/2023 0:00,507.4
M030-MORGO,5/5/2023 0:00,381
M030-MORGO,5/5/2023 0:00,306
M030-MORGO,5/5/2023 0:00,340.5
S038-STLKI,5/5/2023 0:00,7358.4
S046-SPOC,5/5/2023 0:00,997.8
T026-TALOS,5/5/2023 0:00,693.24
W007-WAHSE,5/5/2023 0:00,0
F022-F&D,5/8/2023 0:00,249.75
F022-F&D,5/8/2023 0:00,482.34
F022-F&D,5/8/2023 0:00,5277.8
H005-HAMES,5/8/2023 0:00,506.82
M030-MORGO,5/8/2023 0:00,1290.6
S028-SAWTR,5/8/2023 0:00,4861.05
S039-SMI,5/8/2023 0:00,5705.54
S039-SMI,5/8/2023 0:00,1055.36
S039-SMI,5/8/2023 0:00,2308.6
S039-SMI,5/8/2023 0:00,2374.56
S039-SMI,5/8/2023 0:00,1912.84
S046-SPOC,5/8/2023 0:00,3152
S046-SPOC,5/8/2023 0:00,1329
F022-F&D,5/9/2023 0:00,2076.4
H026-HUSSM,5/9/2023 0:00,22285.5
M026-MIURA,5/9/2023 0:00,66.6
M026-MIURA,5/9/2023 0:00,168.8
M030-MORGO,5/9/2023 0:00,381
M030-MORGO,5/9/2023 0:00,370.5
M030-MORGO,5/9/2023 0:00,3147
M030-MORGO,5/9/2023 0:00,2566.2
M030-MORGO,5/9/2023 0:00,2856
M030-MORGO,5/9/2023 0:00,1476
M030-MORGO,5/9/2023 0:00,1623
S046-SPOC,5/9/2023 0:00,537
V007-VNDRL,5/9/2023 0:00,25220
C006-C&DTE,5/10/2023 0:00,204.3
C006-C&DTE,5/10/2023 0:00,2865.25
C006-C&DTE,5/10/2023 0:00,982.8
F022-F&D,5/10/2023 0:00,2076.4
K007-KENWO,5/10/2023 0:00,2340
M030-MORGO,5/10/2023 0:00,1276.24
M030-MORGO,5/10/2023 0:00,1227
M030-MORGO,5/10/2023 0:00,1164
M030-MORGO,5/10/2023 0:00,3389.4
M030-MORGO,5/10/2023 0:00,5460
M030-MORGO,5/10/2023 0:00,217.5
M030-MORGO,5/10/2023 0:00,382.5
M030-MORGO,5/10/2023 0:00,340.5
M030-MORGO,5/10/2023 0:00,2945
M030-MORGO,5/10/2023 0:00,2158.5
M030-MORGO,5/10/2023 0:00,835.5
M030-MORGO,5/10/2023 0:00,462
M030-MORGO,5/10/2023 0:00,325.5
M030-MORGO,5/10/2023 0:00,1178
M030-MORGO,5/10/2023 0:00,507.4
M030-MORGO,5/10/2023 0:00,381
M030-MORGO,5/10/2023 0:00,1428
M030-MORGO,5/10/2023 0:00,4507.2
M030-MORGO,5/10/2023 0:00,306
M030-MORGO,5/10/2023 0:00,564
M030-MORGO,5/10/2023 0:00,8574
M030-MORGO,5/10/2023 0:00,1753.5
M030-MORGO,5/10/2023 0:00,471
M030-MORGO,5/10/2023 0:00,238.5
M030-MORGO,5/10/2023 0:00,1596
M030-MORGO,5/10/2023 0:00,802.5
M030-MORGO,5/10/2023 0:00,1523.2
M030-MORGO,5/10/2023 0:00,370.5
M030-MORGO,5/10/2023 0:00,299.6
M030-MORGO,5/10/2023 0:00,403.5
M030-MORGO,5/10/2023 0:00,1284
M030-MORGO,5/10/2023 0:00,2337
M030-MORGO,5/10/2023 0:00,720
S039-SMI,5/10/2023 0:00,1589.18
S046-SPOC,5/10/2023 0:00,10268.2
Y002-YNGTC,5/10/2023 0:00,18164.4
F022-F&D,5/11/2023 0:00,263.58
F022-F&D,5/11/2023 0:00,175.72
F022-F&D,5/11/2023 0:00,2076.4
H005-HAMES,5/11/2023 0:00,148
H026-HUSSM,5/11/2023 0:00,14453.25
L005-LBGSY,5/11/2023 0:00,87.6
M030-MORGO,5/11/2023 0:00,642.5
M030-MORGO,5/11/2023 0:00,38541.4
N012-NICHF,5/11/2023 0:00,593.25
S038-STLKI,5/11/2023 0:00,11094
C006-C&DTE,5/12/2023 0:00,245.6
C006-C&DTE,5/12/2023 0:00,3107
C006-C&DTE,5/12/2023 0:00,756.1
C006-C&DTE,5/12/2023 0:00,1601.6
C006-C&DTE,5/12/2023 0:00,501.2
C006-C&DTE,5/12/2023 0:00,2895.2
E023-ECI,5/12/2023 0:00,2138.4
F022-F&D,5/12/2023 0:00,8305.6
K005-KGMFG,5/12/2023 0:00,9725.41
M030-MORGO,5/12/2023 0:00,5748
M030-MORGO,5/12/2023 0:00,16557.8
M030-MORGO,5/12/2023 0:00,9414
S002-SREIL,5/12/2023 0:00,3336.45
S002-SREIL,5/12/2023 0:00,4588.4
S002-SREIL,5/12/2023 0:00,2801.9
F022-F&D,5/15/2023 0:00,342.81
F022-F&D,5/15/2023 0:00,517.51
F022-F&D,5/15/2023 0:00,439.3
C006-C&DTE,5/16/2023 0:00,514.5
C006-C&DTE,5/16/2023 0:00,1042.5
C006-C&DTE,5/16/2023 0:00,391.5
H031-HYPER,5/16/2023 0:00,2185.6
M026-MIURA,5/16/2023 0:00,66.6
M026-MIURA,5/16/2023 0:00,1421.85
M026-MIURA,5/16/2023 0:00,322.24
M026-MIURA,5/16/2023 0:00,1345.7
M026-MIURA,5/16/2023 0:00,2288.7
M026-MIURA,5/16/2023 0:00,7576.2
M026-MIURA,5/16/2023 0:00,1940.35
M026-MIURA,5/16/2023 0:00,645.2
M026-MIURA,5/16/2023 0:00,671.52
M030-MORGO,5/16/2023 0:00,1173
M030-MORGO,5/16/2023 0:00,1674.4
M030-MORGO,5/16/2023 0:00,2218
M030-MORGO,5/16/2023 0:00,4573
M030-MORGO,5/16/2023 0:00,2307.5
S025-SAKAI,5/16/2023 0:00,8442.19
S025-SAKAI,5/16/2023 0:00,291.11
S025-SAKAI,5/16/2023 0:00,522.9
S046-SPOC,5/16/2023 0:00,521
D015-DVSMA,5/17/2023 0:00,222.9
F022-F&D,5/17/2023 0:00,175.72
F022-F&D,5/17/2023 0:00,2076.4
K006-K&R,5/17/2023 0:00,8194
K006-K&R,5/17/2023 0:00,3700
K007-KENWO,5/17/2023 0:00,3826.25
M030-MORGO,5/17/2023 0:00,6269
M030-MORGO,5/17/2023 0:00,5766.6
M030-MORGO,5/17/2023 0:00,3342
M030-MORGO,5/17/2023 0:00,37518.7
M030-MORGO,5/17/2023 0:00,8128
M030-MORGO,5/17/2023 0:00,9414
M030-MORGO,5/17/2023 0:00,5008
M030-MORGO,5/17/2023 0:00,17740.5
M030-MORGO,5/17/2023 0:00,18708
M030-MORGO,5/17/2023 0:00,321
M030-MORGO,5/17/2023 0:00,2503.85
M030-MORGO,5/17/2023 0:00,3548
