sales_order_number,uom,part_group,short_description,long_description,order_quantity,quantity_shipped,base_price,extended_price
35477,EA,LVSLS,0722377,"PLATE, CONTROL HANDLE MTG-BOOT    0722377",50,50,28.98,1449
35477,EA,LVSLS,0722523,PLATE LR BODY MTG CONV MOD JAF,25,25,7.5,187.5
35477,EA,LVSLS,0724138,"0724138 CHANNEL, HYD. TANK MTG.",75,75,4.53,339.75
35477,EA,LVSLS,0730175,PLATE -PIVOT PIN KEEPER -GEN 3    0730175,50,50,10.09,504.5
35478,EA,LVSLS,"105-182 COMPONENT MOUNTING PANEL, GRID","105-182 COMPONENT MOUNTING PANEL, GRID",88,88,28.53,2510.64
35478,EA,LVSLS,110-128,"BRACKET, CT MOUNTING 25KW ENERGY BOSS",150,150,1.16,174
35478,EA,LVSLS,"120-235 ENCLOSURE ACCESSORY, WELLWORX-HMI-CLIP","120-235 ENCLOSURE ACCESSORY, WELLWORX-HMI-CLIP",60,60,3.43,205.8
35477,EA,LVSLS,0722550 PANEL VALVE COVER 211 JAF,0722550 PANEL VALVE COVER 211 JAF,19,19,34.36,652.84
35477,EA,RVSLS,"0723947 ANGLE, STRIP LAMP MOUNTING","0723947 ANGLE, STRIP LAMP MOUNTING",26,26,2.47,64.22
35477,EA,LVSLS,0724648,BRACE,20,20,2.96,59.2
35477,EA,LVSLS,0725768 RETAINING RING PLATE,0725768 RETAINING RING PLATE,25,25,8.27,206.75
35477,EA,LVSLS,5462B3 L-ARM HOLE COVER - 408V/T,5462B3 L-ARM HOLE COVER - 408V/T,20,20,14.11,282.2
35478,EA,LVSLS,125-034 SP-PANEL-BLS7-FR7,"125-034 REDUCER PLATE FRAME 7 SUB PANLE 14GA GALV.  11.5"" X 35.07""",50,50,20.38,1019
35479,EA,LVSLS,215007511 Z FWD C/P STL7GAX5.71X22.38LH F59 GALV,215007511 Z FWD C/P STL7GAX5.71X22.38LH F59 GALV,27,27,16.97,458.19
35479,EA,LVSLS,215007512 Z FWD C/P STL7GAX5.71X22.38RH F59 GALV,215007512 Z FWD C/P STL7GAX5.71X22.38RH F59 GALV,14,14,16.62,232.68
35480,EA,LVSLS,137147426,BLKH LAT ANG STKR BAR,80,80,2.52,201.6
35483,EA,LVSLS,ST7282 ANGLE INSIDE SIDE,ST7282 ANGLE INSIDE SIDE,14,14,67.42,943.88
35484,EA,LVSLS,ST7255,HEADER REAR FRAME,10,10,189.66,1896.6
35484,EA,LVSLS,ST7345 ANGLE REAR FRAME WIRE HOLDER,ST7345 ANGLE REAR FRAME WIRE HOLDER ,60,60,11.54,692.4
35485,EA,LVSLS,YT442113 TANK SHELL TOP 26.35 57.83 .250,YT442113 TANK SHELL TOP 26.35 57.83 .250,30,0,104.41,3132.3
35486,EA,LVSLS,TRIM,"22GA SS 1"" X 120"" STRIPS ",3,3,33.75,101.25
35499,EA,LVSLS,60024-07-U ANCHOR LOOPS 5/8 SS-316,60024-07-U ANCHOR LOOPS 5/8 SS-316,300,300,6.74,2022
35500,EA,LVSLS,CN-SR-01 SERPENTINE ATTACH CLIP FAB .813 X .813,NA,1500,1500,0.33,495
35501,EA,LVSLS,102260D MTG PLATE FOR 102200-01 &-02,102260D MTG PLATE FOR 102200-01 &-02,350,350,3.5,1225
35482,EA,LVSLS,188007202 ANG WLDMT OB RH,NA,7,7,41.7184,292.03
35494,EA,LVSLS,F.8X6-011-IBC-BASE,F.8X6-011-IBC-BASE,250,250,14.36,3590
35494,EA,LVSLS,"S.6-02.5X007.44-IBC 5/8"" Plate, 2 1/2"" x 7","S.6-02.5X007.44-IBC 5/8"" Plate, 2 1/2"" x 7 7/16""",250,250,6.44,1610
35494,EA,LVSLS,S.3-07X008-6X7FPSBASE4 (NOTCHED OPTION),"S.3-07X008-6X7FPSBASE4 Sheet, 1/4"" -7"" x 8"" FPS Base (WITH NOTCHES)",110,110,12.05,1325.5
35495,EA,LVSLS,SSDLBO-TR4X6ARM-400SB,"SHEET, 10GA 5 7/16"" X 15 1/2",12,12,12.08,144.96
35495,EA,LVSLS,S10-05.63X006.88-SADDLE,"SHEET, 10GA 5 5/8"" X 6 7/8"" ",175,175,2.88,504
35497,EA,LVSLS,91799.dxf,91799 LASER CUT 91799.DXF MTLWRX SUPPLY .125 ALUM,42,42,6.82,286.44
35497,EA,LVSLS,91874,LASER CUT USING 002919-004.DXF ON .062 5052 ALUM,43,43,2.32,99.76
35498,EA,LVSLS,91726,91726 - LASER CUT ON CUSTOMER SUPPLIED .090 ALUM 5052 ,250,250,1.33,332.5
35492,EA,LVSLS,CLIP-IA-07.875-278645,"CLIP 7 GA. 4 9/16"" X 7 7/8""",175,175,4.11,719.25
35493,EA,LVSLS,HS07-6X040MA03141X390024,"SHEET, HS 7 GA 6"" X 40"" ",330,330,21.59,7124.7
35493,EA,LVSLS,RSD-1 RAILING SADDLE CLIP,RSD-1 RAILING SADDLE CLIP,500,500,0.85,425
35493,EA,LVSLS,KP-CR-6,"KICK PLATE CORNER CLIP 6"" LONG ",100,100,2.78,278
35495,EA,LVSLS,DSDLBO-TR4X6ARM-400SB,"SHEET, 10GA 5 7/16"" X 17 15/16",252,252,8.9,2242.8
35496,EA,LVSLS,"SHIM.06-04 SHIM, 1/16""X5""X7, (2) 5/8"" HOLES","SHIM.06-04 SHIM, 1/16""X5""X7, (2) 5/8"" HOLES",1600,1600,0.95,1520
35497,EA,LVSLS,91734,91734 - LASER CUT ON CUSTOMER SUPPLIED .125 ALUM 5052 ,103,103,1.6,164.8
35497,EA,LVSLS,7183,Laser cut using 7183.dxf on .090 thick 6061-T6,42,42,2.08,87.36
35498,EA,LVSLS,91719,91719 - LASER CUT ON CUSTOMER SUPPLIED .125 ALUM 5052 ,220,220,0.9,198
35498,EA,LVSLS,92002,"LASER CUT USING 92002.DXF ON 0.090 ALUM 5052-H32
CUSTOMER SUPPLIED ",54,54,7.04,380.16
35498,EA,LVSLS,92003,"LASER CUT USING 92003.DXF ON 0.090 5052-H32 ALUM 
CUSTOMER SUPPLIED ",54,54,4.58,247.32
35501,EA,LVSLS,102280C COVER FOR 102200-02,102280C COVER FOR 102200-02,200,200,4.75,950
35501,EA,LVSLS,102250C COVER FOR 102200-01,102250C COVER FOR 102200-01,150,150,5.25,787.5
35501,EA,LVSLS,100299 DASH BRACKET,100299 DASH BRACKET,200,200,12.98,2596
35502,EA,LVSLS,XS_SM_KIT RH COIL CASING,XS_SM_KIT RH COIL CASING,16,16,1431.89,22910.24
35506,EA,LVSLS,0717386 BAR - MUDFLAP,0717386 BAR - MUDFLAP,30,30,4.96,148.8
35498,EA,LVSLS,91734,91734 - LASER CUT ON CUSTOMER SUPPLIED .125 ALUM 5052 ,350,350,1.21,423.5
35506,EA,LVSLS,07006195,"SPLASH GUARD, 211/212 LD LH",9,9,34.19,307.71
35506,EA,LVSLS,07006196,"SPLASH GUARD, 211/212 LD RH",9,9,34.19,307.71
35506,EA,RVSLS,"0723947 ANGLE, STRIP LAMP MOUNTING","0723947 ANGLE, STRIP LAMP MOUNTING",34,34,2.47,83.98
35506,EA,LVSLS,810030005 PLATE-BODY REAR MTG (T MTG),810030005 PLATE-BODY REAR MTG (T MTG),40,40,2.12,84.8
35508,EA,LVSLS,229147517 LINK KEY STL.125X2.25X2.79R CYL YL DICHR,229147517 LINK KEY STL.125X2.25X2.79R CYL YL DICHR,5,5,3.75,18.75
35508,EA,LVSLS,229147511 HSG STKR STL11GAX5.88X5.95L/R YL DICHR,229147511 HSG STKR STL11GAX5.88X5.95L/R YL DICHR,5,5,5.78,28.9
35508,EA,LVSLS,229147509 SLD STKR KYLS STL.25X3.69X4.08 YL DICHR,229147509 SLD STKR KYLS STL.25X3.69X4.08 YL DICHR,5,5,4.38,21.9
35498,EA,LVSLS,92000,"LASER CUT 92000.DXF ON 0.125 THICK ALUM 5052
CUSTOMER SUPPLIED ",27,27,11.23,303.21
35506,EA,LVSLS,"07020905 PLATE, HARDLINE COVER, LH","07020905 PLATE, HARDLINE COVER, LH",25,25,8.49,212.25
35506,EA,LVSLS,0718527,COVER - HOSE TRACK    0718527,25,25,16.36,409
35506,EA,LVSLS,0722377,"PLATE, CONTROL HANDLE MTG-BOOT    0722377",25,25,28.98,724.5
35506,EA,LVSLS,0722550 PANEL VALVE COVER 211 JAF,0722550 PANEL VALVE COVER 211 JAF,8,8,34.36,274.88
35506,EA,LVSLS,0724648,BRACE,46,46,2.96,136.16
35506,EA,LVSLS,0725768 RETAINING RING PLATE,0725768 RETAINING RING PLATE,20,20,8.27,165.4
35509,EA,LVSLS,CFAB-21573,"plate, power supply, vertical universal",500,500,14.94,7470
35502,EA,LVSLS,LH COIL CASING,LH COIL CASING,16,16,1431.89,22910.24
35503,EA,LVSLS,XS_SM_KIT RH COIL CASING,XS_SM_KIT RH COIL CASING,16,16,1431.89,22910.24
35503,EA,LVSLS,LH COIL CASING,LH COIL CASING,16,16,1431.89,22910.24
35504,EA,LVSLS,XS_SM_KIT RH COIL CASING,XS_SM_KIT RH COIL CASING,16,0,1431.89,22910.24
35504,EA,LVSLS,LH COIL CASING,LH COIL CASING,16,0,1431.89,22910.24
35505,EA,LVSLS,XS_SM_KIT RH COIL CASING,XS_SM_KIT RH COIL CASING,16,0,1431.89,22910.24
35505,EA,LVSLS,LH COIL CASING,LH COIL CASING,16,0,1431.89,22910.24
35522,EA,LVSLS,208542141106,PLATE 208542141106,80,0,4.4,352
35522,EA,LVSLS,208542141110,PLATE 208542141110,80,0,1,80
35507,EA,LVSLS,002027423 BRKT SHFT (COATED PART),002027423 BRKT SHFT (COATED PART) ,100,100,5.98,598
35509,EA,LVSLS,CFAB-21574,"CFAB-21574   cover, power supply, vertical universal",500,500,2.65,1325
35510,EA,LVSLS,1120-00-0061 1.75 in. Wd Closed Hem Panel Strip,1120-00-0061 1.75 in. Wd Closed Hem Panel Strip ,44,44,24.82,1092.08
35535,EA,LVSLS,210-001 OPTTHR8 FR8 FLANGE KIT,210-001 OPTTHR8 FR8 FLANGE KIT,50,50,28.05,1402.5
35537,EA,LVSLS,"140-066 ENCLOSURE, ENSTOINNER ALUM PANEL, UBP1816A","140-066 ENCLOSURE, ENSTOINNER ALUM PANEL, UBP1816A",10,10,24.76,247.6
35538,EA,LVSLS,"07018065 BRACKET, HDP20 90 DEG D","07018065 BRACKET, HDP20 90 DEG D",24,24,3.41,81.84
35539,EA,LVSLS,"07018065 BRACKET, HDP20 90 DEG D","07018065 BRACKET, HDP20 90 DEG D",12,12,6.65,79.8
35540,EA,LVSLS,"07018065 BRACKET, HDP20 90 DEG D","07018065 BRACKET, HDP20 90 DEG D",10,0,6.65,66.5
35507,EA,LVSLS,137147403 SLD STKR SEE DOOR REAR (PLATED PART),137147403 SLD STKR SEE DOOR REAR (PLATED PART) ,100,100,3.45,345
35511,EA,LVSLS,"253480-01 - WELDMENT, LH, REAR, GROUND BOX, RX-600",NA,1,1,350,350
35514,EA,LVSLS,4005-1582-00C4 - SUPPORT FOR PILLAR LX(H)300-7,4005-1582-00C4 - SUPPORT FOR PILLAR LX(H)300-7,25,0,10.22,255.5
35515,EA,LVSLS,0003-9185-0010A,ECO. INNER CASING MID,20,0,53.23,1064.6
35517,EA,LVSLS,201021,MOUNTING PLATE,1,1,78,78
35517,EA,LVSLS,201022,COVER,1,1,96.42,96.42
35518,EA,LVSLS,201022,COVER,104,0,5.63,585.52
35522,EA,LVSLS,208542141114,PLATE 208542141114,40,0,1.47,58.8
35522,EA,LVSLS,208542141115,208-54-21411-15 PLATE,40,0,2.94,117.6
35512,EA,LVSLS,18584,PLATFORM CROSSOVER 300 SER,30,30,19.96,598.8
35519,EA,LVSLS,011508-045-11422 BOTTOM PLATE DRIVE ALUMINUM,011508-045-11422 BOTTOM PLATE DRIVE ALUMINUM L=1422,11,0,103.33,1136.63
35520,EA,LVSLS,"N17370-600-00001 EM mounting bracket, M6","N17370-600-00001 EM mounting bracket, M6",4249,0,5.19,22052.31
35521,EA,LVSLS,247017404 bracket mtg dipstick,247017404 bracket mtg dipstick,25,25,1.79,44.75
35522,EA,LVSLS,208542122108,PLATE  208542122108,80,0,1.5,120
35522,EA,LVSLS,208542122109,FRAME 208542122109,80,0,12.1,968
35522,EA,LVSLS,208542122115,PLATE 208542122115,40,0,2.56,102.4
35522,EA,LVSLS,208542122120,PLATE 208542122120,160,0,0.84,134.4
35522,EA,LVSLS,208542141103,208542141103 FRAME,40,0,15.87,634.8
35513,EA,LVSLS,3009-9018-10S3-BLK,PILLAR REAR,20,0,236.05,4721
35516,EA,LVSLS,0003-9166-0010,ECO. MIDDLE INNER CASING ,20,0,55.18,1103.6
35518,EA,LVSLS,201021,MOUNTING PLATE,104,0,9.49,986.96
35532,EA,LVSLS,100707225,CHASSIS: RHINO-4F - SIDE PLATE 'B',240,240,76.51,18362.4
35535,EA,LVSLS,FR10-CABLE-STRAP-BOT,NA,50,50,10.03,501.5
35535,EA,LVSLS,125-033 SP-PANEL-BLS7-FR5,125-033 SP-PANEL-BLS7-FR5,40,40,23.2,928
35535,EA,LVSLS,140-001 B-BOX BREAKER PANEL,140-001 SUB PANEL FOR B-BOX,50,50,21.41,1070.5
35535,EA,LVSLS,"140-068 SUBPANEL, C-BOX 11.5X35 LEGS","140-068 SUBPANEL, C-BOX 11.5X35 LEGS",50,50,22.93,1146.5
35535,EA,LVSLS,"145-005 2DR-FR12-LH-BAFFLE-30""","145-005 2DR-FR12-LH-BAFFLE-30""",20,20,68.46,1369.2
35522,EA,LVSLS,208544393204,PLATE 208544393204,80,0,5,400
35522,EA,LVSLS,208544393208,208544393208,40,0,9.85,394
35522,EA,LVSLS,208544393209,208544393209,40,0,8.94,357.6
35522,EA,LVSLS,208544393210,208544393210,40,0,8.74,349.6
35522,EA,LVSLS,208544393211,208544393211,40,0,8.02,320.8
35522,EA,LVSLS,208544393212,208544393212,40,0,5.1,204
35522,EA,LVSLS,208544393216,PLATE 208544393216,600,0,0.36,216
35522,EA,LVSLS,208544393218,208544393218,40,0,5.25,210
35522,EA,LVSLS,208544393219,208544393219,40,0,4.66,186.4
35522,EA,LVSLS,208544393220,208544393220,40,0,12.99,519.6
35523,EA,LVSLS,4005-6761-00C4 BURNER HOLDER PLATE (2),4005-6761-00C4 BURNER HOLDER PLATE (2),20,20,31.88,637.6
35527,EA,LVSLS,4001-6441-01C3 FAN COVER,4001-6441-01C3 FAN COVER,12,12,100.3,1203.6
35532,EA,LVSLS,100707158,CHASSIS: RHINO-4F - SIDE PLATE 'A',240,240,76.51,18362.4
35533,EA,LVSLS,3009-8880-08S3 Silver,3009-8880-08S3 Silver,1,1,70.12,70.12
34011,EA,LVSLS,YT435870B-AO CORE GUARD 38.53 122.46.11G,NA,2,2,187.05,374.1
35534,EA,LVSLS,135-033,"135-033 LEXAN, RECITIFIER COVER, EBOSS 25KW",200,0,9.87,1974
35535,EA,LVSLS,110-005 SURGE-SUPPRESSOR=BRKT-B-C SURGE BRACKET,110-005 SURGE-SUPPRESSOR=BRKT-B-C SURGE BRACKET,100,100,2.26,226
35535,EA,LVSLS,"110-013 BRKT, 520 AMP CHOKE BRKT, 12GA NON-TAPPED","110-013 BRKT, 520 AMP CHOKE BRKT, 12GA NON-TAPPED",100,100,6.04,604
35526,EA,LVSLS,4044-9144-0011,4044-9144-0011 ECONOMIZER FLANGE WELDMENT ,18,18,82.23,1480.14
35541,EA,LVSLS,HS07-5X045MA03141X440029,"SHEET, HS 7 GA 5"" X 45"" ",25,25,19.78,494.5
35541,EA,LVSLS,HS07-5X045UA01BF42000029,"SHEET, HS 7GA 5"" X 45"" ",10,10,23.03,230.3
35541,EA,LVSLS,S.3-02.13X007-SLG,"SHEET, 1/4"" - 2 1/8"" X 7"" ",300,300,2.82,846
35541,EA,LVSLS,S.6-02.75X009.38-IBC,NA,200,200,7.41,1482
35542,EA,LVSLS,SETTLESTOP WALL BRACE BRACKET ANG MS-501,SETTLESTOP WALL BRACE BRACKET ANG MS-501,300,300,33.3,9990
35542,EA,LVSLS,"MS-402 MS-3"" EXTENDED BEAM BASE","MS-402 MS-3"" EXTENDED BEAM BASE",300,300,9.25,2775
35543,EA,LVSLS,4044-6721-02S3,AIR PIPE SUPPORT (2),20,0,27.53,550.6
35544,EA,LVSLS,0003-9169-0010 INNER BLOCK STRIP,0003-9169-0010 INNER BLOCK STRIP,50,50,7.48,374
35528,EA,LVSLS,3005-6139-01S3  MAIN GAS ORIFICE,3005-6139-01S3  MAIN GAS ORIFICE,20,20,5.6,112
35529,EA,LVSLS,0003-9166-0010,ECO. MIDDLE INNER CASING ,20,0,55.18,1103.6
35530,EA,LVSLS,0003-9175-0010A,0003-9175-0010A,20,0,41.72,834.4
35531,EA,LVSLS,"KBT-625 KNEE BRACE, TANG, 5/8"" THICK","KBT-625 KNEE BRACE, TANG, 5/8"" THICK",300,300,16.11,4833
35531,EA,LVSLS,KBBP-75-3,"KBBP-75-3 BACKET PLATE, 3/4""X5""X8"", 4 HOLES, 3"" GAGE",100,100,9.87,987
35531,EA,LVSLS,HBP-625-1616-8H-8125,"BP 5/8""X16X16 8 HOLE 13/16"" DIA ",25,25,94.37,2359.25
35531,EA,LVSLS,HBP-625-1414-8H-8125,"BP 5/8""X14X14 8 HOLE 13/16"" DIA ",60,60,67.63,4057.8
35531,EA,LVSLS,HBP-625-1818-8H-8125,"5/8"" BASE PLATE 18"" X 18"" ",25,25,82.18,2054.5
35536,EA,LVSLS,150-002 SP-1813-KP PUSHBUTTON PLATE,150-002 SP-1813-KP PUSHBUTTON PLATE,75,75,20.48,1536
35551,EA,LVSLS,FB 6.5-2,SLOTTED PLATE ,750,750,0.67,502.5
35552,EA,LVSLS,MID BRACE,LASER CUT ONLY,190,190,3.24,615.6
35553,EA,LVSLS,"U5009384M-001 - 1/2"" HRPO","U5009384M-001 - 1/2"" HRPO",1,1,53.78,53.78
35554,EA,LVSLS,91791.DXF,"Laser cut 91791.dxf on .125 5052-H32 Material supplied by MtlWrx
",105,105,2.02,212.1
35554,EA,LVSLS,92001,"LASER CUT USING 03302.DXF ON 0.090 5052 ALUM 
CUSTOMER SUPPLIED ",25,25,6.47,161.75
35554,EA,LVSLS,92011,"LASER CUT USING 92011.DXF ON 0.188 HRPO 
CUSTOMER SUPPLIED ",100,100,11.42,1142
35554,EA,LVSLS,92013,"LASER CUT USING 92013.DXF ON 0.188 HRPO 
CUSTOMER SUPPLIED 
",100,100,6.28,628
35545,EA,LVSLS,4005-6321-02S3 - SUPPORT LX(H)-300-07 BLOWDOWN PIP,4005-6321-02S3 - SUPPORT LX(H)-300-07 BLOWDOWN PIPING REV.A,30,0,8.18,245.4
35547,EA,LVSLS,4044-6720-01S3,AIR PIPE SUPPORT (1) ,30,0,14.66,439.8
35549,EA,LVSLS,REPAIR KIT FOR BROKEN WELD STUDS,REPAIR KIT FOR BROKEN WELD STUDS,10,10,1,10
35550,EA,LVSLS,REPAIR KIT FOR BROKEN WELD STUDS,REPAIR KIT FOR BROKEN WELD STUDS,10,10,1,10
35555,EA,LVSLS,sk-22439-1 plate  **BEND ONLY**,sk-22439-1 plate  **BEND ONLY CUSTOMER SUPPLIED BLANKS**,18,0,19.17,345.06
35558,EA,LVSLS,13-PRONG BOX RACK,13-PRONG BOX RACK,25,25,28.89,722.25
35565,EA,LVSLS,030590-060-00001AEJ,ASSY TOTE DROP PREASSEMBLY SIDEGUARD,3,0,304.72,914.16
35566,EA,LVSLS,001710410 ROOF BOW,001710410 ROOF BOW,100,100,26.39,2639
35546,EA,LVSLS,0003-9169-0010 INNER BLOCK STRIP,0003-9169-0010 INNER BLOCK STRIP,50,0,7.48,374
35548,EA,LVSLS,NFE HEADACHE RACK W/ NFE LASER CUT LOGO,NFE HEADACHE RACK W/ NFE LASER CUT LOGO,5,5,177.27,886.35
35551,EA,LVSLS,INSIDE ANGLE,NA,300,300,3.5,1050
35551,EA,LVSLS,OUTSIDE ANGLE,NA,300,300,7.48,2244
35551,EA,LVSLS,FB 6.5-1,BLANK PLATE ,750,750,0.6,450
35552,EA,LVSLS,CENTER BRACE,LASER CUT ONLY,190,190,8.4,1596
35552,EA,LVSLS,T-B RAIL,LASER CUT ONLY,380,380,3.18,1208.4
35553,EA,LVSLS,"U5009370M-001 - 1/2"" HRPO","U5009370M-001 -  1/2"" HRPO",1,1,81.82,81.82
35553,EA,LVSLS,"U5009371M - 1/2"" HRPO","U5009371M - 1/2"" HRPO",1,1,70.36,70.36
35553,EA,LVSLS,"U5009371M-003  1/2"" HRPO","U5009371M-003  1/2"" HRPO",3,3,40.8,122.4
35553,EA,LVSLS,"U5009371M-004 - 1/2"" HRPO","U5009371M-004 - 1/2"" HRPO",1,1,72.97,72.97
35553,EA,LVSLS,"U5009378M - 3/4"" HRPO","U5009378M - 3/4"" HRPO",4,4,24.33,97.32
35553,EA,LVSLS,"U5009401M - 3/4"" HRPO","U5009401M - 3/4"" HRPO",1,1,68.05,68.05
35554,EA,LVSLS,91711,91711 - LASER CUT ON CUSTOMER SUPPLIED .125 ALUM 5052 ,40,40,1.51,60.4
35554,EA,LVSLS,91712,91712 - LASER CUT ON CUSTOMER SUPPLIED .090 ALUM 5052 ,40,40,1.98,79.2
35554,EA,LVSLS,91768,"LASER CUT USING 037U-00.DXF ON .125 5052-H32 ALUM
CUSTOMER SUPPLIED",80,80,4.55,364
35554,EA,LVSLS,91827,"LASER CUT USING 91827.DXF ON .125 THICK 5052
*CUSTOMER SUPPLIED",50,50,3.46,173
35554,EA,LVSLS,92012,"LASER CUT USING 92012.DXF ON 0.188 HRPO 
CUSTOMER SUPPLIED 
",100,100,6.28,628
35554,EA,LVSLS,92014,"LASER CUT USING 92014.DXF ON 0.188 HRPO 
CUSTOMER SUPPLIED 
",100,100,5.56,556
35569,EA,LVSLS,87330-M01,87330-M01   metal palette holders,200,199,1.3,260
35570,EA,LVSLS,417-001-605,NA,30,30,28.62,858.6
35570,EA,LVSLS,418-000-835,418-000-835,10,10,9.81,98.1
35570,EA,LVSLS,418-000-836,NA,10,10,6.22,62.2
35570,EA,LVSLS,418-000-846,NA,10,10,25.36,253.6
35570,EA,LVSLS,418-000-876,418-000-876,6,6,36.87,221.22
35570,EA,LVSLS,418-000-886,418-000-886,5,5,46.32,231.6
35570,EA,LVSLS,418-000-887,418-000-887,5,5,45.33,226.65
35571,EA,LVSLS,4005-8380-0010,4005-8380-0010,20,0,155.66,3113.2
35556,EA,LVSLS,G5011907 - BRACKET ASSEMBLY 4.50 0.250 L,G5011907 - BRACKET ASSEMBLY 4.50 0.250 L,50,0,44.06,2203
35572,EA,LVSLS,450639 RETURNABLE FAN RACK,450639 RETURNABLE FAN RACK,1,0,3040.2,3040.2
35573,EA,LVSLS,450639 RETURNABLE FAN RACK,450639 RETURNABLE FAN RACK,11,0,3040.2,33442.2
35574,EA,LVSLS,CHAIN RACK,CHAIN RACK,20,20,82.74,1654.8
35575,EA,LVSLS,MR6ZP000102-12MCH,MR6ZP000102-12MCH PLATE,1,1,192.07,192.07
35576,EA,LVSLS,"99809 GUIDE, CENTER WALL, ALUM","99809 GUIDE, CENTER WALL, ALUM",300,300,10.93,3279
35577,EA,LVSLS,137147408 (PLATED PART),137147408 -BRKT BLKH STKR (PLATED PART) ,136,136,6.93,942.48
35578,EA,LVSLS,BH14 HOBART L BRACKET,NA,50,50,5.07,253.5
35579,EA,LVSLS,14120028300,Support Base,155,0,8,1240
35557,EA,LVSLS,91877,LASER CUT 91877.DXF ON .190 THICK ALUM 5052,2,2,17.03,34.06
35580,EA,LVSLS,ST7261 PLATE SHREDDER COMPARTMENT FLOOR PLATE_01,ST7261 PLATE SHREDDER COMPARTMENT FLOOR PLATE_01,10,10,138.76,1387.6
35580,EA,LVSLS,ST7262 PLATE SHREDDCER COMPARTMENT FLOOR_PLATE 02,ST7262 PLATE SHREDDCER COMPARTMENT FLOOR_PLATE 02,10,10,70.89,708.9
35580,EA,LVSLS,ST7223 PLATE THROUGH FLOOR BACK_30.125,ST7223 PLATE THROUGH FLOOR BACK_30.125,10,10,15.74,157.4
35585,EA,LVSLS,011508-234-31498D9J WELDMENT SIDE GUARDING FOR UQZ,011508-234-31498D9J WELDMENT SIDE GUARDING FOR UQZ & OPZ H=100,1,1,806.09,806.09
35586,EA,LVSLS,222037405 ANG SUPT,222037405 ANG SUPT,12,12,71.24,854.88
35587,EA,LVSLS,137147426,BLKH LAT ANG STKR BAR,200,200,2.52,504
35588,EA,LVSLS,208542122108,PLATE  208542122108,80,80,1.5,120
35559,EA,LVSLS,R002-0099A,R002-0099A LASER CUT ACCORDING TO PRINT ,1,1,154.07,154.07
35560,EA,LVSLS,137147403 SLD STKR SEE DOOR REAR (PLATED PART),137147403 SLD STKR SEE DOOR REAR (PLATED PART) ,100,100,3.45,345
35561,EA,LVSLS,420864  TANK SHELL 24.67 29.86 .250,420864  TANK SHELL 24.67 29.86 .250,25,0,66.68,1667
35562,EA,LVSLS,"N17370-600-00001 EM mounting bracket, M6","N17370-600-00001 EM mounting bracket, M6",992,0,5.19,5148.48
35563,EA,LVSLS,YB168,"FDW 8.88"" x 2"" Bracket ",100,100,7.87,787
35564,EA,LVSLS,175006402 ST SUPT GUS STL7GAX3.94X5.4 INNER,175006402 ST SUPT GUS STL7GAX3.94X5.4 INNER,90,90,2.56,230.4
35564,EA,LVSLS,175006404 ST SUPT GUS STL7GAX2X8.5,175006404 ST SUPT GUS STL7GAX2X8.5,20,20,2.69,53.8
35565,EA,LVSLS,030590-060-00002CO6,ASSY TOTE DROP PREASSEMBLY SIDEGUARD,2,0,304.72,609.44
35566,EA,LVSLS,137147403 SLD STKR SEE DOOR REAR (PLATED PART),137147403 SLD STKR SEE DOOR REAR (PLATED PART) ,100,100,3.45,345
35566,EA,LVSLS,190105411 BRKT SHLF STL X 5.77 X 7.29 RH,"190105411 BRKT SHLF STL .188 GRADE 50 

Order Canceled",1200,0,5.79,6948
35566,EA,LVSLS,190105412 BRKT SHLF STL  X 5.89 X 7.29 LH,190105412 BRKT SHLF STL .188 GRADE 50 ,1100,1100,5.79,6369
35566,EA,LVSLS,197147405 LINK LAT BHD (COATED PART),NA,108,108,0.96,103.68
35567,EA,LVSLS,SIDE LOAD  4 X 8 DOORS,SIDE LOAD  4 X 8 DOORS  ,140,140,215.38,30153.2
35567,EA,LVSLS,DOOR HINGE BRACKET,DOOR HINGE BRACKET ,190,190,23.75,4512.5
35567,EA,LVSLS,MPB79 4.5” X 4.5” BSP,"HINGES FOR NEW STYLE DOORS

MPB79 4.5” X 4.5” BSP  ASSA ABBLOY",276,276,10,2760
35567,EA,LVSLS,SIDE LOAD  2-TIER SIGN HOLDER,SIDE LOAD  2-TIER SIGN HOLDER,18,18,30.39,547.02
35567,EA,LVSLS,SIDE LOAD DOOR DIVIDER,SIDE LOAD DOOR DIVIDER,18,18,40,720
35568,EA,LVSLS,FDMAGBRKT4448,F022-0001,10,10,5.99,59.9
35568,EA,LVSLS,FD4896SG2T,FD4896SG2T,4,4,30.39,121.56
35583,EA,LVSLS,3394 DOOR LEFT,3394 DOOR LEFT,5,0,207.64,1038.2
35583,EA,LVSLS,3394 DOOR RIGHT,3394 DOOR RIGHT,5,0,207.64,1038.2
35584,EA,LVSLS,0708506 PANEL-CONT PLATE TOP,0708506 PANEL-CONT PLATE TOP,10,10,20.65,206.5
35597,EA,LVSLS,SP04-0601-00C4 - SILENCER SUPPORT (2),SP04-0601-00C4 - SILENCER SUPPORT (2),5,5,103.78,518.9
35600,EA,LVSLS,3009-9031-20S3,3009-9031-20S3 - BLK SIDE BAR RIGHT,10,0,87.6,876
35603,EA,LVSLS,4005-1565-10S3-BLK,4005-1565-10S3-BLK - REAR PILLAR (RIGHT),20,0,115.69,2313.8
